ga:date,ga:medium,ga:source,ga:adClicks,ga:adCost,ga:impressions,ga:campaign
20210330,cpc,search.naver.com,8,15246,626,NSA_INJ_Mobile
20210329,cpc,search.naver.com,28,78617,3778,NSA_INJ
20210330,cpc,search.naver.com,14,52536,11085,NSA_3dp
20210330,cpc,search.naver.com,44,22935,6215,NSA_SHT
20210329,cpc,search.naver.com,14,23892,870,NSA_INJ_Mobile
20210329,cpc,search.naver.com,31,61501,25780,NSA_cnc
20210329,cpc,search.naver.com,39,22165,6320,NSA_SHT
20210330,cpc,search.naver.com,29,60929,27019,NSA_cnc
20210329,cpc,search.naver.com,23,75592,13895,NSA_3dp
20210330,cpc,search.naver.com,4,6160,876,NSA_SHT_Mobile
20210330,cpc,search.naver.com,24,58641,3966,NSA_INJ
20210329,cpc,search.naver.com,9,23276,2319,NSA_cnc_Mobile
20210329,cpc,search.naver.com,0,0,33,NSA_3dp_Mobile
20210329,cpc,search.naver.com,4,0,17,NSA_Brand_Search
20210330,cpc,search.naver.com,2,132,348,NSA_Brand
20210330,cpc,search.naver.com,5,0,13,NSA_Brand_Search
20210330,cpc,search.naver.com,4,9757,2012,NSA_cnc_Mobile
20210329,cpc,search.naver.com,1,66,396,NSA_Brand
20210330,cpc,search.naver.com,0,0,59,NSA_3dp_Mobile
20210329,cpc,search.naver.com,7,9251,1040,NSA_SHT_Mobile
